freq,c_resid,unit,nace_r2,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 	2025 
A,DOM,NR,I551,DE72	520485 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	545861 	: 	: 	: 	: 	: 	: 	: 	: 	: 	643607 	: 	662512 	673027 	684856 	690035 	725297 	745735 	764682 	423079 	432844 	663000 	728573 	738353 	: 
A,DOM,NR,I551,DE73	1423827 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1467987 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1782894 	: 	1884132 	1969415 	2015807 	2057840 	2164758 	2106968 	2191761 	1192262 	1169882 	1869958 	2043957 	2033238 	: 
A,DOM,NR,I551,DE8	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2941855 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3934798 	: 	4112848 	4236869 	4233173 	4348157 	4360572 	4408581 	4488568 	2988406 	2703552 	3836273 	4034014 	4229321 	: 
A,DOM,NR,I551,DE80	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2941855 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3934798 	: 	4112848 	4236869 	4233173 	4348157 	4360572 	4408581 	4488568 	2988406 	2703552 	3836273 	4034014 	4229321 	: 
A,DOM,NR,I551,DE9	5510193 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5925150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7297076 	: 	7452228 	7634058 	7881091 	8242938 	8571406 	8812906 	9033077 	5107215 	5263685 	7829225 	8622120 	8778606 	: 
A,DOM,NR,I551,DE91	1544171 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1396105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1621244 	: 	1636591 	1701120 	1774549 	1833904 	1910244 	1973837 	2030084 	1115467 	1093543 	1683282 	1905350 	1949302 	: 
A,DOM,NR,I551,DE92	1094509 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1376645 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1982131 	: 	2062218 	2060947 	2163183 	2226162 	2305369 	2337330 	2419454 	1204336 	1247709 	2017293 	2264057 	2276130 	: 
A,DOM,NR,I551,DE93	1318274 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1386316 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1551547 	: 	1550885 	1574399 	1610454 	1698899 	1749533 	1797738 	1845988 	1123981 	1181012 	1661685 	1818103 	1815239 	: 
A,DOM,NR,I551,DE94	1553239 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1766084 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2142154 	: 	2202534 	2297592 	2332905 	2483973 	2606260 	2704001 	2737551 	1663431 	1741421 	2466965 	2634610 	2737935 	: 
A,DOM,NR,I551,DEA	6989278 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9351614 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12129050 	: 	12481790 	13086511 	13444500 	13723122 	14414046 	14818686 	15238291 	7278364 	7490509 	12964420 	14852835 	15171068 	: 
A,DOM,NR,I551,DEA1	1797557 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2721825 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3640106 	: 	3839270 	3939367 	4034611 	4152510 	4398078 	4630555 	4727422 	2102325 	2184205 	4116917 	4725653 	4790857 	: 
A,DOM,NR,I551,DEA2	2015282 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2779578 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3809776 	: 	3883704 	4303535 	4397635 	4421938 	4637312 	4749710 	4919255 	2282098 	2312097 	4070053 	4700298 	4876087 	: 
A,DOM,NR,I551,DEA3	839110 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1062800 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1327707 	: 	1344720 	1364334 	1418800 	1465189 	1516954 	1504643 	1531397 	804533 	889164 	1342674 	1496876 	1525538 	: 
A,DOM,NR,I551,DEA4	909965 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1078454 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1221008 	: 	1255537 	1288055 	1308537 	1352075 	1399470 	1400770 	1421731 	725035 	748730 	1187974 	1340848 	1335624 	: 
A,DOM,NR,I551,DEA5	1427364 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1708957 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2130453 	: 	2158559 	2191220 	2284917 	2331410 	2462232 	2533008 	2638486 	1364373 	1356313 	2246802 	2589160 	2642962 	: 
A,DOM,NR,I551,DEB	3139236 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3673544 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4457908 	: 	4430324 	4542091 	4771424 	4897279 	4999156 	5049580 	5104628 	3165932 	2912402 	4430299 	4789373 	4815749 	: 
A,DOM,NR,I551,DEB1	1423742 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1874714 	: 	1828643 	1847719 	1945707 	2024893 	2064365 	2051043 	2049744 	1285378 	1120389 	1643483 	1786943 	1799499 	: 
A,DOM,NR,I551,DEB2	657882 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	839961 	: 	823393 	842116 	898940 	911830 	915395 	943653 	941164 	660483 	598605 	902180 	928605 	907324 	: 
A,DOM,NR,I551,DEB3	1057612 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1743233 	: 	1778288 	1852256 	1926777 	1960556 	2019396 	2054884 	2113720 	1220071 	1193408 	1884636 	2073825 	2108926 	: 
A,DOM,NR,I551,DEC	367468 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	510783 	: 	: 	: 	: 	: 	: 	: 	: 	: 	511611 	: 	538442 	550966 	560168 	595067 	622464 	621570 	647239 	376451 	369470 	592749 	641916 	637443 	: 
A,DOM,NR,I551,DEC0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	510783 	: 	: 	: 	: 	: 	: 	: 	: 	: 	511611 	: 	538442 	550966 	560168 	595067 	622464 	621570 	647239 	376451 	369470 	592749 	641916 	637443 	: 
A,DOM,NR,I551,DED	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3947260 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4974035 	: 	5229443 	5475601 	5423057 	5473926 	5684459 	5888881 	6132332 	3554853 	3070307 	5102135 	5662025 	5789083 	: 
A,DOM,NR,I551,DED2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1915429 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2532901 	: 	2599640 	2777319 	2706230 	2739783 	2818820 	2881340 	2994512 	1817748 	1486317 	2421262 	2677899 	2822875 	: 
A,DOM,NR,I551,DED4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1112637 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1150012 	: 	1151589 	1148154 	1157341 	1191720 	1228747 	1260097 	1297719 	748717 	623681 	1031823 	1122736 	1109708 	: 
A,DOM,NR,I551,DED5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	919194 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1291122 	: 	1478214 	1550128 	1559486 	1542423 	1636892 	1747444 	1840101 	988388 	960309 	1649050 	1861390 	1856500 	: 
A,DOM,NR,I551,DEE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1639840 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2081894 	: 	2072571 	2155169 	2222769 	2285292 	2389393 	2421686 	2558735 	1582325 	1538060 	2214127 	2351644 	2375931 	: 
A,DOM,NR,I551,DEE0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1639840 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2081894 	: 	2072571 	2155169 	2222769 	2285292 	2389393 	2421686 	2558735 	1582325 	1538060 	2214127 	2351644 	2375931 	: 
A,DOM,NR,I551,DEF	2025193 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2263688 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2854157 	: 	2926221 	3099647 	3254405 	3428102 	3579896 	3737625 	3852959 	2506564 	2596156 	3645846 	3926150 	3958110 	: 
A,DOM,NR,I551,DEF0	2025193 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2263688 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2854157 	: 	2926221 	3099647 	3254405 	3428102 	3579896 	3737625 	3852959 	2506564 	2596156 	3645846 	3926150 	3958110 	: 
A,DOM,NR,I551,DEG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2278281 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2581685 	: 	2622942 	2668375 	2727377 	2742869 	2831635 	2802293 	2963296 	1747762 	1701725 	2469670 	2722762 	2755684 	: 
A,DOM,NR,I551,DEG0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2278281 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2581685 	: 	2622942 	2668375 	2727377 	2742869 	2831635 	2802293 	2963296 	1747762 	1701725 	2469670 	2722762 	2755684 	: 
A,DOM,NR,I551,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1646975 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2322199 	: 	2454332 	2606932 e	2827006 e	2988511 e	3101709 e	3196464 e	3446510 e	2451873 e	3226669 e	4156754 	4118391 	4090282 	: 
A,DOM,NR,I551,DK0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1646975 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2322199 	: 	2454332 	2606932 e	2827006 e	2988511 e	3101709 e	3196464 e	3446510 e	2451873 e	3226669 e	4156754 	4118391 	4090282 	: 
A,DOM,NR,I551,DK01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	581722 	: 	: 	: 	: 	: 	: 	: 	: 	: 	957986 	: 	1000295 	1061109 e	1197410 e	1228753 e	1248087 e	1350441 e	1510089 e	920997 e	1346958 e	1903174 	1952565 	1888327 	: 
A,DOM,NR,I551,DK02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	126610 	: 	: 	: 	: 	: 	: 	: 	: 	: 	145264 	: 	165186 	176441 e	194801 e	207115 e	219790 e	211680 e	218682 e	178030 e	213280 e	246090 	228649 	224511 	: 
A,DOM,NR,I551,DK03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	447519 	: 	: 	: 	: 	: 	: 	: 	: 	: 	574635 	: 	607020 	645633 e	673175 e	723330 e	750525 e	768220 e	800912 e	627667 e	772538 e	940945 	900734 	915974 	: 
A,DOM,NR,I551,DK04	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	303722 	: 	: 	: 	: 	: 	: 	: 	: 	: 	406902 	: 	432052 	452748 e	485306 e	529878 e	567476 e	547844 e	578426 e	435982 e	551823 e	678922 	655443 	678270 	: 
A,DOM,NR,I551,DK05	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	187402 	: 	: 	: 	: 	: 	: 	: 	: 	: 	237412 	: 	249779 	271001 e	276314 e	299435 e	315831 e	318279 e	338401 e	289197 e	342070 e	387623 	381000 	383200 	: 
A,DOM,NR,I551,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	374075230 	: 
A,DOM,NR,I551,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	374075230 	: 
A,DOM,NR,I551,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	306287 	: 	: 	: 	: 	: 	: 	: 	: 	: 	667965 	: 	756251 	818257 	880083 	949639 	1032627 	1082520 	1137618 	992925 	1190788 	1366739 	1354881 	1359721 	: 
A,DOM,NR,I551,EE0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	306287 	: 	: 	: 	: 	: 	: 	: 	: 	: 	667965 	: 	756251 	818257 	880083 	949639 	1032627 	1082520 	1137618 	992925 	1190788 	1366739 	1354881 	1359721 	: 
A,DOM,NR,I551,EE00	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	306287 	: 	: 	: 	: 	: 	: 	: 	: 	: 	667965 	: 	756251 	818257 	880083 	949639 	1032627 	1082520 	1137618 	992925 	1190788 	1366739 	1354881 	1359721 	: 
A,DOM,NR,I551,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5527692 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6312960 	: 	5518835 	5536719 	5744134 	5996434 	6105805 	7342137 	7369417 	3597180 	4464827 	6663492 	7701318 	7904484 	: 
A,DOM,NR,I551,EL3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1107779 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1182361 	: 	1137470 	1169506 	1189619 	1191349 	1200521 	1327170 	1386319 	588199 	796468 	1207726 	1399128 	1438522 	: 
A,DOM,NR,I551,EL30	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1107779 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1182361 	: 	1137470 	1169506 	1189619 	1191349 	1200521 	1327170 	1386319 	588199 	796468 	1207726 	1399128 	1438522 	: 
A,DOM,NR,I551,EL4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	796693 	: 	: 	: 	: 	: 	: 	: 	: 	: 	898418 	: 	748683 	744326 	752983 	837841 	828900 	1208220 	1226686 	551716 	756849 	1149940 	1315235 	1322823 	: 
A,DOM,NR,I551,EL41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	141760 	: 	: 	: 	: 	: 	: 	: 	: 	: 	139032 	: 	108885 	108181 	102151 	98524 	114122 	130688 	138263 	63956 	90044 	132338 	149468 	144267 	: 
A,DOM,NR,I551,EL42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	378440 	: 	: 	: 	: 	: 	: 	: 	: 	: 	375131 	: 	315199 	315871 	317242 	367306 	375643 	641703 	628293 	278192 	366643 	575556 	661181 	664780 	: 
A,DOM,NR,I551,EL43	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	276493 	: 	: 	: 	: 	: 	: 	: 	: 	: 	384255 	: 	324599 	320274 	333590 	372011 	339135 	435829 	460130 	209568 	300162 	442046 	504586 	513776 	: 
A,DOM,NR,I551,EL5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1909771 	: 	1634884 	1674728 	1792472 	1845973 	1875320 	2165854 	2124971 	1035232 	1229587 	1904056 	2234974 	2301680 	: 
A,DOM,NR,I551,EL51	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	434076 	: 	: 	: 	: 	: 	: 	: 	: 	: 	369372 	: 	320671 	317536 	336095 	337191 	352469 	369286 	363602 	179771 	218454 	325594 	352779 	367088 	: 
A,DOM,NR,I551,EL52	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	752349 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1052183 	: 	904121 	936001 	1046867 	1091544 	1071127 	1237420 	1217009 	574915 	690445 	1063013 	1272281 	1297172 	: 
A,DOM,NR,I551,EL53	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	171992 	: 	: 	: 	: 	: 	: 	: 	: 	: 	142141 	: 	108992 	108691 	106624 	104256 	113105 	120417 	128496 	57564 	69463 	109168 	129912 	131713 	: 
A,DOM,NR,I551,EL54	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	328359 	: 	: 	: 	: 	: 	: 	: 	: 	: 	346075 	: 	301100 	312500 	302886 	312982 	338619 	438731 	415864 	222982 	251225 	406281 	480002 	505707 	: 
A,DOM,NR,I551,EL6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2322410 	: 	1997798 	1948159 	2009060 	2121271 	2201064 	2640893 	2631441 	1422033 	1681923 	2401770 	2751981 	2841459 	: 
A,DOM,NR,I551,EL61	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	512380 	: 	: 	: 	: 	: 	: 	: 	: 	: 	566389 	: 	500466 	494815 	502765 	546373 	571823 	627866 	641474 	335063 	393827 	546844 	597423 	598321 	: 
A,DOM,NR,I551,EL62	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	219922 	: 	: 	: 	: 	: 	: 	: 	: 	: 	299137 	: 	200295 	182737 	184550 	195647 	203680 	291559 	302206 	130531 	182589 	265106 	301667 	332343 	: 
A,DOM,NR,I551,EL63	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	363891 	: 	: 	: 	: 	: 	: 	: 	: 	: 	421255 	: 	375602 	366965 	385112 	391912 	401926 	412311 	410490 	225759 	256262 	412509 	483621 	480148 	: 
A,DOM,NR,I551,EL64	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	328741 	: 	: 	: 	: 	: 	: 	: 	: 	: 	365216 	: 	326159 	313900 	326943 	351387 	354539 	421381 	439819 	247893 	286076 	424468 	487212 	499778 	: 
A,DOM,NR,I551,EL65	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	511510 	: 	: 	: 	: 	: 	: 	: 	: 	: 	670413 	: 	595276 	589742 	609690 	635952 	669096 	887776 	837452 	482787 	563169 	752843 	882058 	930869 	: 
A,DOM,NR,I551,ES	20977631 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32892302 	: 	: 	: 	: 	: 	: 	: 	: 	: 	45824875 	: 	42569374 	44682747 	47523598 	49543245 	50453257 	51165710 	52734187 	23694815 	40272683 	53314484 	54708067 	54319372 	: 
A,DOM,NR,I551,ES1	2359735 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3778322 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4764945 	: 	4598547 	4782636 	5212853 	5465893 	5641409 	5541749 	5699613 	2825859 	4601357 	5859500 	6047197 	6160073 	: 
A,DOM,NR,I551,ES11	1353194 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2063188 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2631462 	: 	2545254 	2669107 	2928461 	3102983 	3194853 	3067816 	3200129 	1465931 	2678536 	3411394 	3433462 	3515876 	: 
A,DOM,NR,I551,ES12	542408 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	958300 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1267273 	: 	1219651 	1271302 	1413204 	1428278 	1477007 	1460006 	1461716 	790282 	1143503 	1436161 	1565059 	1608350 	: 
A,DOM,NR,I551,ES13	464133 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	756834 	: 	: 	: 	: 	: 	: 	: 	: 	: 	866210 	: 	833642 	842228 	871188 	934632 	969549 	1013927 	1037767 	569646 	779318 	1011945 	1048676 	1035846 	: 
A,DOM,NR,I551,ES2	2196125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3275413 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4469986 	: 	4219776 	4432118 	4726107 	5070654 	5300987 	5334995 	5409535 	2480832 	4020197 	5202031 	5383702 	5576355 	: 
A,DOM,NR,I551,ES21	653416 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	945596 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1608195 	: 	1500009 	1552495 	1670047 	1745411 	1812819 	1848683 	1868759 	898272 	1515407 	1892943 	1960193 	2011343 	: 
A,DOM,NR,I551,ES22	286878 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	435829 	: 	: 	: 	: 	: 	: 	: 	: 	: 	630773 	: 	616973 	659720 	660139 	721711 	742971 	751294 	787035 	336422 	583078 	724770 	748991 	749647 	: 
A,DOM,NR,I551,ES23	184523 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	348251 	: 	: 	: 	: 	: 	: 	: 	: 	: 	446306 	: 	421828 	437898 	476318 	467036 	472002 	451926 	448058 	178379 	309246 	415571 	438887 	459167 	: 
A,DOM,NR,I551,ES24	1071308 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1545737 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1784712 	: 	1680966 	1782005 	1919603 	2136495 	2273195 	2283092 	2305683 	1067759 	1612466 	2168747 	2235632 	2356198 	: 
A,DOM,NR,I551,ES3	2519960 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3059948 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5702059 	: 	5156439 	5812097 	6216163 	6244267 	6338497 	6560440 	6503833 	2379829 	4348367 	6332886 	6711292 	6655039 	: 
A,DOM,NR,I551,ES30	2519960 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3059948 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5702059 	: 	5156439 	5812097 	6216163 	6244267 	6338497 	6560440 	6503833 	2379829 	4348367 	6332886 	6711292 	6655039 	: 
A,DOM,NR,I551,ES4	3585504 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5488501 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6033544 	: 	5566505 	5832309 	6215050 	6550736 	6693561 	6778462 	6925886 	2901025 	4952616 	6721411 	6903824 	7049629 	: 
A,DOM,NR,I551,ES41	1937613 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2983571 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3372117 	: 	3138177 	3240094 	3519132 	3669421 	3768266 	3767216 	3902334 	1539997 	2691334 	3694973 	3868742 	3896403 	: 
A,DOM,NR,I551,ES42	964092 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1562758 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1585070 	: 	1440086 	1581542 	1627437 	1763009 	1785097 	1824296 	1838527 	810329 	1376808 	1846437 	1864965 	1922420 	: 
A,DOM,NR,I551,ES43	683799 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	942172 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1076357 	: 	988241 	1010672 	1068481 	1118306 	1140198 	1186950 	1185025 	550699 	884475 	1180001 	1170116 	1230806 	: 
A,DOM,NR,I551,ES5	5563290 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8960782 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12678456 	: 	11576171 	12034501 	13018457 	13706406 	13965164 	13933447 	14251104 	6581803 	11340769 	14746083 	15037389 	14627777 	: 
A,DOM,NR,I551,ES51	2673488 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4618174 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6608596 	: 	5951139 	6366698 	6935070 	7439168 	7453788 	7329600 	7316004 	3473450 	5940471 	7768978 	8008421 	7633663 	: 
A,DOM,NR,I551,ES52	1855801 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3272449 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4665674 	: 	4497032 	4572930 	4900296 	5066580 	5166653 	5260249 	5538520 	2491772 	4224826 	5366494 	5451560 	5384694 	: 
A,DOM,NR,I551,ES53	1034001 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1070159 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1404186 	: 	1128000 	1094873 	1183090 	1200659 	1344723 	1343598 	1396580 	616581 	1175472 	1610612 	1577409 	1609420 	: 
A,DOM,NR,I551,ES6	3890485 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6971363 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9930677 	: 	9561550 	9912119 	10292996 	10692672 	10643490 	11018092 	11675879 	5477148 	9096479 	12050501 	12217033 	11861667 	: 
A,DOM,NR,I551,ES61	3462539 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6237697 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8992305 	: 	8611659 	8950324 	9332378 	9644719 	9544267 	9906558 	10532030 	4976694 	8284280 	10950607 	11036376 	10620544 	: 
A,DOM,NR,I551,ES62	363562 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	664229 	: 	: 	: 	: 	: 	: 	: 	: 	: 	838733 	: 	863110 	874696 	872766 	956617 	1008697 	1018767 	1052776 	461764 	746741 	1013030 	1093002 	1157323 	: 
A,DOM,NR,I551,ES63	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	46476 	: 	: 	: 	: 	: 	: 	: 	: 	: 	59434 	: 	48205 	43879 	47978 	50390 	48709 	48170 	46268 	21429 	36508 	47861 	46619 	39911 	: 
A,DOM,NR,I551,ES64	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22961 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40205 	: 	38575 	43220 	39873 	40946 	41818 	44597 	44806 	17261 	28949 	39003 	41036 	43889 	: 
A,DOM,NR,I551,ES7	862532 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1357973 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2245208 	: 	1890386 	1876966 	1841973 	1812617 	1870149 	1998524 	2268337 	1048318 	1912898 	2402072 	2407630 	2388832 	: 
A,DOM,NR,I551,ES70	862532 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1357973 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2245208 	: 	1890386 	1876966 	1841973 	1812617 	1870149 	1998524 	2268337 	1048318 	1912898 	2402072 	2407630 	2388832 	: 
A,DOM,NR,I551,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	410438059 	428078210 	440536318 	459580820 e	471987728 e	489153820 e	: 	: 	: 	: 	: 	: 
A,DOM,NR,I551,EU27_2007	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	327266345 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	396058578 	: 	411923572 	418354012 	437036500 	450406830 	469982869 e	482904403 e	500721545 e	: 	: 	: 	: 	: 	: 
A,DOM,NR,I551,EU27_2020	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	303735261 	: 	: 	338431582 	333786167 	344108054 	355462687 	357367893 	359683855 	369410830 	386459108 	400920496 	416694330 e	428633809 e	443636138 	247992057 	307087236 	425451538 	445556157 	449821188 	: 
A,DOM,NR,I551,EU28	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	397000377 	: 	: 	419227830 	437982508 	451411476 	470996955 e	484003426 e	501909002 e	: 	: 	: 	: 	: 	: 
A,DOM,NR,I551,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5442346 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6945222 	: 	6856916 	6743345 	6960237 	7120077 	7393560 	7489969 	7854413 	5139881 	6638448 	8107477 	8428801 	8220529 	8181766 
